"x"	"y"	"z"	"alpha"	"spin"	"theta"	"v_incoming"	"w_ball"	"w_racket"	"x_ground"	"y_ground"
"1"	2	-4.12	0.833333333333333	30.6777971737268	1	5	36.551724137931	210.740608628839	13.1034482758621	-10.47044518705	3.2815900226622
"2"	2	-4.12	1	30.6777971737268	1	6	36.551724137931	326.407144311816	13.1034482758621	-11.0674817578472	3.62958049207701
"3"	2	-4.12	1.16666666666667	30.6777971737268	1	5	36.551724137931	389.42792750895	13.1034482758621	-10.4694442248752	3.28073020985252
"4"	2	-4.12	1.33333333333333	30.6777971737268	1	3	36.551724137931	162.428872939199	13.1034482758621	-10.8714764842275	3.52457234266511
"5"	2	-4.12	1.5	30.6777971737268	1	3	36.551724137931	390.681030973792	13.1034482758621	-9.98206645122009	2.99214381262914
"6"	2	-4.12	0.833333333333333	26.2952547203372	1	6	36.551724137931	324.685100559145	13.1034482758621	-11.0723145147529	2.33244182938553
"7"	2	-4.12	1	26.2952547203372	1	4	36.551724137931	340.189492609352	13.1034482758621	-9.8623586278402	1.73782612154089
"8"	2	-4.12	1.16666666666667	26.2952547203372	1	1	36.551724137931	111.819452606142	13.1034482758621	-9.49926937690505	1.55316219179321
"9"	2	-4.12	1.33333333333333	26.2952547203372	1	2	36.551724137931	458.369222842157	13.1034482758621	-9.04198808418068	1.34388087409909
"10"	2	-4.12	1.5	26.2952547203372	1	1	36.551724137931	469.321147352457	13.1034482758621	-8.85752937505859	1.25313552514365
"11"	2	-4.12	0.833333333333333	21.9127122669477	1	5	30.5172413793103	340.454568713903	28.6206896551724	-10.4332978645165	0.882160539241045
"12"	2	-4.12	1	21.9127122669477	1	2	36.551724137931	470.516932848841	13.1034482758621	-8.19654385143199	-0.0242884779575608
"13"	2	-4.12	1.16666666666667	21.9127122669477	1	3	36.551724137931	160.400386713445	13.1034482758621	-11.2960236429156	1.22158365552295
"14"	2	-4.12	1.33333333333333	21.9127122669477	1	3	36.551724137931	177.437301073223	13.1034482758621	-11.7323907838766	1.39709134582835
"15"	2	-4.12	1.5	21.9127122669477	1	1	36.551724137931	402.659872919321	13.1034482758621	-9.42614583965843	0.47443132612165
"16"	2	-4.12	0.833333333333333	17.5301698135581	1	5	36.551724137931	268.70903968811	13.1034482758621	-11.3335013116582	0.0929035123444563
"17"	2	-4.12	1	17.5301698135581	1	3	36.551724137931	386.860742233694	13.1034482758621	-9.55118779313991	-0.465401906052468
"18"	2	-4.12	1.16666666666667	17.5301698135581	1	0	36.551724137931	147.854203544557	13.1034482758621	-8.97592382658438	-0.647357621608034
"19"	2	-4.12	1.33333333333333	17.5301698135581	1	1	36.551724137931	249.653725326061	13.1034482758621	-9.82014022131295	-0.390337037561895
"20"	2	-4.12	1.5	17.5301698135581	1	0	36.551724137931	243.313641473651	13.1034482758621	-9.66987988120056	-0.435073749221475
"21"	2	-4.12	0.833333333333333	13.1476273601686	1	6	36.551724137931	485.005837865174	13.1034482758621	-11.4027842556287	-0.993038729519315
"22"	2	-4.12	1	13.1476273601686	1	2	36.551724137931	262.493564840406	13.1034482758621	-9.51060372012741	-1.42826967112324
"23"	2	-4.12	1.16666666666667	13.1476273601686	1	3	36.551724137931	188.49834818393	13.1034482758621	-11.6718453442417	-0.921821605653844
"24"	2	-4.12	1.33333333333333	13.1476273601686	1	-1	36.551724137931	267.891563475132	13.1034482758621	-8.4084363393037	-1.68379795160348
"25"	2	-4.12	1.5	13.1476273601686	1	2	36.551724137931	269.089351780713	13.1034482758621	-11.3855286282629	-0.997913745980197
