"x"	"y"	"z"	"alpha"	"spin"	"theta"	"v_incoming"	"w_ball"	"w_racket"	"x_ground"	"y_ground"
"95"	5.96333333333333	-4.12	0.875	24.7751405688319	-1	8	11.3793103448276	389.467092510313	53.448275862069	-10.9286581116776	3.67670993831679
"96"	5.96333333333333	-4.12	1	24.7751405688319	-1	4	11.3793103448276	183.662437368184	53.448275862069	-9.05209525179693	2.8036132856717
"97"	5.96333333333333	-4.12	1.125	24.7751405688319	-1	6	11.3793103448276	261.683309730142	53.448275862069	-10.8250865632453	3.62495418371037
"98"	5.96333333333333	-4.12	1.25	24.7751405688319	-1	5	11.3793103448276	190.217633731663	53.448275862069	-11.0455453100479	3.72282596311088
"99"	5.96333333333333	-4.12	1.375	24.7751405688319	-1	2	11.3793103448276	172.393013723195	53.448275862069	-8.43233969417738	2.52151489912688
"100"	5.96333333333333	-4.12	1.5	24.7751405688319	-1	6	11.3793103448276	346.825693082064	53.448275862069	-11.1798451720986	3.78578298264022
"101"	5.96333333333333	-4.12	0.75	21.2358347732845	-1	6	11.3793103448276	407.673237100244	53.448275862069	-8.67336150200729	1.56383539874427
"102"	5.96333333333333	-4.12	0.875	21.2358347732845	-1	6	11.3793103448276	422.937025688589	53.448275862069	-9.05886413501698	1.72371336432293
"103"	5.96333333333333	-4.12	1	21.2358347732845	-1	7	11.3793103448276	318.522002268583	53.448275862069	-11.3435656061462	2.6077445596091
"104"	5.96333333333333	-4.12	1.125	21.2358347732845	-1	5	11.3793103448276	299.947756249458	53.448275862069	-9.81197153394005	2.00793530559572
"105"	5.96333333333333	-4.12	1.25	21.2358347732845	-1	4	11.3793103448276	173.905403632671	53.448275862069	-10.576993982395	2.31345713452328
"106"	5.96333333333333	-4.12	1.375	21.2358347732845	-1	6	11.3793103448276	404.1478253901	53.448275862069	-10.8434220604651	2.41830504724026
"107"	5.96333333333333	-4.12	1.5	21.2358347732845	-1	5	11.3793103448276	261.238024570048	53.448275862069	-11.4442514420105	2.63758377943027
"108"	5.96333333333333	-4.12	0.75	17.6965289777371	-1	6	11.3793103448276	339.391176775098	53.448275862069	-9.48917461303845	0.809653849302624
"109"	5.96333333333333	-4.12	0.875	17.6965289777371	-1	6	11.3793103448276	451.319880597293	53.448275862069	-9.2254313842227	0.72346174933519
"110"	5.96333333333333	-4.12	1	17.6965289777371	-1	8	11.3793103448276	479.326277319342	53.448275862069	-11.5463542907417	1.46240978036435
"111"	5.96333333333333	-4.12	1.125	17.6965289777371	-1	2	11.3793103448276	138.570178765804	53.448275862069	-8.4976721053842	0.495083202631119
"112"	5.96333333333333	-4.12	1.25	17.6965289777371	-1	3	11.3793103448276	266.170330345631	53.448275862069	-8.78454241367314	0.590476534670745
"113"	5.96333333333333	-4.12	1.375	17.6965289777371	-1	3	11.3793103448276	337.002650555223	53.448275862069	-8.72241351739406	0.565126673043152
"114"	5.96333333333333	-4.12	1.5	17.6965289777371	-1	2	11.3793103448276	196.602503675967	53.448275862069	-9.3526657980083	0.767514543718913
"115"	5.96333333333333	-4.12	0.75	14.1572231821897	-1	5	11.3793103448276	109.330965951085	53.448275862069	-11.6132757057118	0.313369214290017
"116"	5.96333333333333	-4.12	0.875	14.1572231821897	-1	5	11.3793103448276	131.5837838687	53.448275862069	-11.7125950691077	0.343497528298676
"117"	5.96333333333333	-4.12	1	14.1572231821897	-1	6	11.3793103448276	431.116136070341	53.448275862069	-10.0811535051409	-0.0694831375208778
"118"	5.96333333333333	-4.12	1.125	14.1572231821897	-1	3	11.3793103448276	330.873038619757	53.448275862069	-8.05239390985803	-0.589255792638699
"119"	5.96333333333333	-4.12	1.25	14.1572231821897	-1	4	11.3793103448276	346.962538268417	53.448275862069	-9.46830309862803	-0.223241509446045
"120"	5.96333333333333	-4.12	1.375	14.1572231821897	-1	1	11.3793103448276	180.34687070176	53.448275862069	-8.20698352547835	-0.542218233505781
"121"	5.96333333333333	-4.12	1.5	14.1572231821897	-1	5	11.3793103448276	288.936356361955	53.448275862069	-11.8545917959442	0.377105863739597
"122"	5.96333333333333	-4.12	0.75	10.6179173866423	-1	8	11.3793103448276	449.926413595676	53.448275862069	-11.437728693978	-0.857341705648735
"123"	5.96333333333333	-4.12	0.875	10.6179173866423	-1	5	11.3793103448276	369.968575797975	53.448275862069	-9.11513907448224	-1.2924510876764
"124"	5.96333333333333	-4.12	1	10.6179173866423	-1	7	11.3793103448276	480.672836396843	53.448275862069	-11.0578562155278	-0.926633952723487
"125"	5.96333333333333	-4.12	1.125	10.6179173866423	-1	4	11.3793103448276	304.037147387862	53.448275862069	-9.52441981349464	-1.21309885155697
"126"	5.96333333333333	-4.12	1.25	10.6179173866423	-1	3	11.3793103448276	181.319097522646	53.448275862069	-10.1619904928682	-1.09991186237613
"127"	5.96333333333333	-4.12	1.375	10.6179173866423	-1	0	11.3793103448276	122.412336058915	53.448275862069	-7.93379214867481	-1.51611959457637
"128"	5.96333333333333	-4.12	1.5	10.6179173866423	-1	2	11.3793103448276	183.808980230242	53.448275862069	-9.98622830319134	-1.13039085021044
"129"	5.96333333333333	-4.12	0.75	7.07861159109483	-1	5	11.3793103448276	357.992291171104	53.448275862069	-8.79626113619348	-2.28674491281229
"130"	5.96333333333333	-4.12	0.875	7.07861159109483	-1	4	11.3793103448276	322.225461434573	53.448275862069	-8.45878742168398	-2.33031599066746
"131"	5.96333333333333	-4.12	1	7.07861159109483	-1	6	11.3793103448276	374.613850563765	53.448275862069	-10.8464008403343	-2.03312538745332
"132"	5.96333333333333	-4.12	1.125	7.07861159109483	-1	5	11.3793103448276	399.452139530331	53.448275862069	-10.0591217776279	-2.13235651626409
"133"	5.96333333333333	-4.12	1.25	7.07861159109483	-1	6	11.3793103448276	363.779352791607	53.448275862069	-11.8208640645942	-1.9116159707026
"134"	5.96333333333333	-4.12	1.375	7.07861159109483	-1	3	11.3793103448276	409.223789349198	53.448275862069	-8.89917357998572	-2.27490288198291
"135"	5.96333333333333	-4.12	1.5	7.07861159109483	-1	1	11.3793103448276	113.416852522641	53.448275862069	-9.93485464412445	-2.14559697247763
"136"	5.96333333333333	-4.12	0.75	3.53930579554742	-1	7	11.3793103448276	385.603639483452	53.448275862069	-11.0331077125833	-3.07001075697388
"137"	5.96333333333333	-4.12	0.875	3.53930579554742	-1	7	37.5862068965517	264.371223095804	16.2068965517241	-10.9626999379334	-3.07298025350278
"138"	5.96333333333333	-4.12	1	3.53930579554742	-1	5	11.3793103448276	251.457978505641	53.448275862069	-10.9340732509987	-3.0742008499078
"139"	5.96333333333333	-4.12	1.125	3.53930579554742	-1	7	11.3793103448276	468.448364175856	53.448275862069	-11.8199146848192	-3.0197770286153
"140"	5.96333333333333	-4.12	1.25	3.53930579554742	-1	3	11.3793103448276	238.199704326689	53.448275862069	-9.75370936406077	-3.14707336889786
"141"	5.96333333333333	-4.12	1.375	3.53930579554742	-1	2	11.3793103448276	110.786231141537	53.448275862069	-10.7768891105034	-3.08389554118877
"142"	5.96333333333333	-4.12	1.5	3.53930579554742	-1	2	11.3793103448276	358.87812236324	53.448275862069	-8.75609378406269	-3.20879575347751
"143"	7.945	-4.12	0.75	22.5593311443463	-1	9	11.3793103448276	218.849179148674	53.448275862069	-11.8712267270476	4.10587738021342
"144"	7.945	-4.12	0.875	22.5593311443463	-1	10	11.3793103448276	472.48911941424	53.448275862069	-10.6430596053222	3.60310636358303
"145"	7.945	-4.12	1	22.5593311443463	-1	9	11.3793103448276	469.805563148111	53.448275862069	-10.0496337205131	3.35966905174729
"146"	7.945	-4.12	1.125	22.5593311443463	-1	10	11.3793103448276	409.049238450825	53.448275862069	-11.7692270699395	4.06458100893437
"147"	7.945	-4.12	1.25	22.5593311443463	-1	4	11.3793103448276	159.195879288018	53.448275862069	-8.65901829588571	2.77760213913691
"148"	7.945	-4.12	1.375	22.5593311443463	-1	8	11.3793103448276	476.624689251184	53.448275862069	-10.1083296964592	3.38425617057469
"149"	7.945	-4.12	1.5	22.5593311443463	-1	6	11.3793103448276	473.862670827657	53.448275862069	-8.66384982185397	2.77927606816223
"150"	7.945	-4.12	0.75	19.3365695522968	-1	7	11.3793103448276	132.892922963947	53.448275862069	-11.4489250576772	2.68407996534639
"151"	7.945	-4.12	0.875	19.3365695522968	-1	6	11.3793103448276	147.664625383914	53.448275862069	-10.2816912430708	2.2759948392705
"152"	7.945	-4.12	1	19.3365695522968	-1	7	11.3793103448276	271.372441016138	53.448275862069	-10.0774093683779	2.20876422878055
"153"	7.945	-4.12	1.125	19.3365695522968	-1	8	11.3793103448276	354.720642790198	53.448275862069	-10.6846317671439	2.42165240191639
"154"	7.945	-4.12	1.25	19.3365695522968	-1	7	11.3793103448276	217.410128563643	53.448275862069	-11.6075971302685	2.74676238019047
"155"	7.945	-4.12	1.375	19.3365695522968	-1	6	11.3793103448276	446.392599586397	53.448275862069	-8.80666220279224	1.75622844833503
"156"	7.945	-4.12	1.5	19.3365695522968	-1	7	11.3793103448276	431.003499403596	53.448275862069	-10.2021456393355	2.25137354830485
"157"	7.945	-4.12	0.75	16.1138079602474	-1	7	11.3793103448276	283.593109343201	53.448275862069	-9.35486586866672	0.879216328670642
"158"	7.945	-4.12	0.875	16.1138079602474	-1	7	11.3793103448276	198.662914149463	53.448275862069	-10.9828669572013	1.35144470503934
"159"	7.945	-4.12	1	16.1138079602474	-1	8	11.3793103448276	477.672216575593	53.448275862069	-9.72219319551849	0.986623234104282
"160"	7.945	-4.12	1.125	16.1138079602474	-1	6	11.3793103448276	291.313540004194	53.448275862069	-9.49594647270318	0.919223896238389
"161"	7.945	-4.12	1.25	16.1138079602474	-1	4	11.3793103448276	251.134466286749	53.448275862069	-8.15388174357248	0.532368223462833
"162"	7.945	-4.12	1.375	16.1138079602474	-1	8	11.3793103448276	350.412165466696	53.448275862069	-11.7920986864495	1.58632729189751
"163"	7.945	-4.12	1.5	16.1138079602474	-1	8	11.3793103448276	484.464969299734	53.448275862069	-11.1285142839089	1.39151722531382
"164"	7.945	-4.12	0.75	12.8910463681979	-1	5	11.3793103448276	101.651557721198	53.448275862069	-9.90409204327084	-0.033558576587525
"165"	7.945	-4.12	0.875	12.8910463681979	-1	8	11.3793103448276	458.904670458287	53.448275862069	-9.68761198336815	-0.0840584294431483
"166"	7.945	-4.12	1	12.8910463681979	-1	4	11.3793103448276	133.520694077015	53.448275862069	-8.96783435070379	-0.252564381245042
"167"	7.945	-4.12	1.125	12.8910463681979	-1	7	11.3793103448276	287.607709877193	53.448275862069	-10.908773966165	0.192250036656268
"168"	7.945	-4.12	1.25	12.8910463681979	-1	9	11.3793103448276	468.90514921397	53.448275862069	-11.7746948105208	0.393943287882303
"169"	7.945	-4.12	1.375	12.8910463681979	-1	7	11.3793103448276	492.116192542017	53.448275862069	-10.064136139551	-0.00125172071764292
"170"	7.945	-4.12	1.5	12.8910463681979	-1	5	11.3793103448276	408.694978803396	53.448275862069	-9.01509569795009	-0.23551741357646
"171"	7.945	-4.12	0.75	9.66828477614842	-1	8	11.3793103448276	469.539514556527	53.448275862069	-9.38085075415309	-1.16770052216371
"172"	7.945	-4.12	0.875	9.66828477614842	-1	5	11.3793103448276	227.8434808366	53.448275862069	-8.49748831021175	-1.32160946715587
"173"	7.945	-4.12	1	9.66828477614842	-1	6	11.3793103448276	391.613598447293	53.448275862069	-8.62891091223904	-1.29986604129174
"174"	7.945	-4.12	1.125	9.66828477614842	-1	6	11.3793103448276	381.126804742962	53.448275862069	-9.15716450052144	-1.20303819886684
"175"	7.945	-4.12	1.25	9.66828477614842	-1	5	11.3793103448276	379.679950233549	53.448275862069	-8.55696591761578	-1.30933258799683
"176"	7.945	-4.12	1.375	9.66828477614842	-1	4	11.3793103448276	285.466524772346	53.448275862069	-8.7043320137377	-1.28423889167323
"177"	7.945	-4.12	1.5	9.66828477614842	-1	5	11.3793103448276	181.152818910778	53.448275862069	-11.5565792093	-0.800148312979214
"178"	7.945	-4.12	0.75	6.44552318409895	-1	7	11.3793103448276	289.09697253257	53.448275862069	-9.88539527315306	-2.10336294598633
"179"	7.945	-4.12	0.875	6.44552318409895	-1	7	11.3793103448276	448.334379680455	53.448275862069	-9.01051599583244	-2.20432377772848
"180"	7.945	-4.12	1	6.44552318409895	-1	6	11.3793103448276	308.971994463354	53.448275862069	-9.45262522047437	-2.15384603110687
"181"	7.945	-4.12	1.125	6.44552318409895	-1	5	11.3793103448276	252.520231343806	53.448275862069	-9.36365508164885	-2.16319086285386
"182"	7.945	-4.12	1.25	6.44552318409895	-1	6	11.3793103448276	226.118395198137	53.448275862069	-11.3375310590427	-1.94284552478443
"183"	7.945	-4.12	1.375	6.44552318409895	-1	6	11.3793103448276	398.318875860423	53.448275862069	-10.013484257474	-2.09146199523418
"184"	7.945	-4.12	1.5	6.44552318409895	-1	5	11.3793103448276	384.35540786013	53.448275862069	-9.50780347462731	-2.14674010804379
"185"	7.945	-4.12	0.75	3.22276159204948	-1	7	11.3793103448276	357.555921468884	53.448275862069	-9.28867437436736	-3.14995908480154
"186"	7.945	-4.12	0.875	3.22276159204948	-1	7	11.3793103448276	438.575468864292	53.448275862069	-9.15448702453358	-3.15805304694791
"187"	7.945	-4.12	1	3.22276159204948	-1	5	11.3793103448276	350.005280598998	53.448275862069	-8.03615973847822	-3.22010388616779
"188"	7.945	-4.12	1.125	3.22276159204948	-1	5	11.3793103448276	327.62174513191	53.448275862069	-8.70618496536049	-3.183323158969
"189"	7.945	-4.12	1.25	3.22276159204948	-1	5	11.3793103448276	144.603631366044	53.448275862069	-11.5568883802417	-3.0210967824474
"190"	7.945	-4.12	1.375	3.22276159204948	-1	4	11.3793103448276	317.231939919293	53.448275862069	-8.63924705144213	-3.18718807664443
"191"	7.945	-4.12	1.5	3.22276159204948	-1	7	11.3793103448276	435.492584295571	53.448275862069	-11.225712268567	-3.03956097496096
"192"	9.92666666666667	-4.12	0.75	20.6911946094419	-1	8	11.3793103448276	118.764026183635	53.448275862069	-10.9961968633194	3.77930188125061
"193"	9.92666666666667	-4.12	0.875	20.6911946094419	-1	11	11.3793103448276	410.454142279923	53.448275862069	-10.3439440365804	3.53437400708879
